chrom	start	end	geneid	genename
chr20	6407379	6509106	CASC20	NR_109953
chr20	6711388	6716783	LINC01713	NR_146909
chr20	6748333	6760893	BMP2	NM_001200
chr20	7127114	7234849	LINC01428	NR_110609
chr20	7282736	7288079	LINC01751	NR_135005
chr20	7328080	7349148	LINC01706	NR_110610
chr20	7352255	7352339	MIR8062	NR_107029
chr20	7863632	7921105	HAO1	NM_017545
chr20	7957993	8000408	TMX4	NM_021156
chr20	8112913	8865547	PLCB1	NM_015192
chr20	8229351	8230388	PLCB1-IT1	NR_046809
chr20	8811832	8812040	RNU105B	NR_004386
chr20	9049701	9461462	PLCB4	NM_001172646
chr20	9485827	9495645	LAMP5-AS1	NR_109957
chr20	9495005	9511171	LAMP5	NM_001199897
chr20	9518032	9819724	PAK5	NM_177990
chr20	9966981	9987764	PARAL1	NR_109861
chr20	10004460	10200154	SNAP25-AS1	NR_040710
chr20	10015635	10038949	ANKEF1	NM_001303472
chr20	10199478	10288066	SNAP25	NM_001322903
chr20	10381657	10414870	MKKS	NR_072977
chr20	10415953	10608674	SLX4IP	NM_001009608
chr20	10618332	10654647	JAG1	NM_000214
chr20	10630284	10630343	MIR6870	NR_106930
chr20	10733738	10734675	LINC01752	NR_110611
chr20	10855981	10889920	LOC101929413	NR_109866
chr20	11007192	11010014	LINC02871	NR_146878
chr20	11247307	11254031	LOC339593	NR_038972
chr20	11790635	11851363	LINC00687	NR_110635
chr20	11871371	11907243	BTBD3	NM_001282552
chr20	12845852	12933167	LINC01722	NR_109868
chr20	12915526	12917611	LOC102606466	NR_109872
chr20	12930988	12932275	LINC01723	NR_109870
chr20	12989620	13149750	SPTLC3	NM_001349945
chr20	13201921	13281298	ISM1	NM_080826
chr20	13218067	13220334	ISM1-AS1	NR_040043
chr20	13370036	13619583	TASP1	NR_136628
chr20	13694969	13765579	ESF1	NM_001276380
chr20	13765674	13802226	NDUFAF5	NR_147983
chr20	13830044	13975979	SEL1L2	NM_001363752
chr20	13976162	16033841	MACROD2	NM_080676
chr20	14303631	14318258	FLRT3	NM_198391
chr20	14535030	14609554	MACROD2-IT1	NR_104193
chr20	14864899	14910164	MACROD2-AS1	NR_037841
chr20	15872979	15966527	LOC613266	NR_130924
chr20	16252749	16554093	KIF16B	NM_001199865
chr20	16710671	16723209	SNRPB2	NM_003092
chr20	16728998	16732809	OTOR	NM_020157
chr20	17206752	17465222	PCSK2	NM_001201528
chr20	17474550	17549865	BFSP1	NM_001278608
chr20	17550720	17590564	DSTN	NM_001011546
chr20	17594323	17662928	RRBP1	NM_001042576
chr20	17674320	17716517	BANF2	NM_001159495
chr20	17922244	17949437	SNX5	NM_001282454
chr20	17943353	17943589	SNORD17	NR_003045
chr20	17949586	17971765	MGME1	NM_001363738
chr20	18004796	18039832	OVOL2	NM_001303461
chr20	18118507	18123812	PET117	NM_001164811
chr20	18122868	18169031	KAT14	NM_020536
chr20	18268872	18297640	ZNF133	NM_001283005
chr20	18359693	18362127	LINC00851	NR_034167
chr20	18364011	18447829	DZANK1	NM_001099407
chr20	18448034	18465290	POLR3F	NM_006466
chr20	18451259	18451335	MIR3192	NR_036160
chr20	18467186	18477869	RBBP9	NM_006606
chr20	18488126	18542059	SEC23B	NM_032986
chr20	18548064	18550255	SMIM26	NM_001348957
chr20	18568698	18747288	DTD1	NM_080820
chr20	18655039	18679352	DTD1-AS1	NR_109955
chr20	18768615	18775228	LINC00652	NR_026883
chr20	18774693	18776709	LINC00653	NR_026885
chr20	18789995	18810847	SCP2D1-AS1	NR_161343
chr20	18794427	18795022	SCP2D1	NM_178483
chr20	19193286	19703570	SLC24A3	NM_020689
chr20	19222946	19265240	LOC100130264	NR_024564
chr20	19867165	19983103	RIN2	NM_001242581
chr20	19997934	20014273	NAA20	NM_181528
chr20	20015005	20036690	CRNKL1	NM_001278626
chr20	20033176	20341340	CFAP61	NM_015585
chr20	20348748	20351592	INSM1	NM_002196
chr20	20370174	20693287	RALGAPA2	NM_020343
chr20	21068245	21086999	LINC00237	NR_147212
chr20	21106616	21227258	KIZ	NM_001276389
chr20	21175044	21198927	KIZ-AS1	NR_109956
chr20	21283969	21370463	XRN2	NM_012255
chr20	21376005	21378164	NKX2-4	NM_033176
chr20	21491660	21494702	NKX2-2	NM_002509
chr20	21550662	21596360	LINC01727	NR_109880
chr20	21591425	21684223	LINC01726	NR_109878
chr20	21686297	21699124	PAX1	NM_001257096
chr20	22034728	22055292	LINC01432	NR_038394
chr20	22260866	22263439	LINC01427	NR_110615
chr20	22380971	22401281	LOC284788	NR_027090
chr20	22541191	22559280	LINC00261	NR_001558
chr20	22561636	22566128	FOXA2	NM_153675
chr20	22568160	22588155	LNCNEF	NR_109883
chr20	22647931	22665982	LINC01747	NR_146527
chr20	23016057	23017314	SSTR4	NM_001052
chr20	23026270	23030309	THBD	NM_000361
chr20	23059997	23066961	CD93	NM_012072
chr20	23105706	23113273	LINC00656	NR_034149
chr20	23331428	23335408	NXT1	NM_013248
chr20	23337231	23338764	LINC01431	NR_109884
chr20	23342819	23353698	GZF1	NM_001317012
chr20	23355156	23402156	NAPB	NM_001283020
chr20	23420322	23425567	CSTL1	NM_138283
chr20	23431049	23433513	CST11	NM_080830
chr20	23471754	23476647	CST8	NM_005492
chr20	23499783	23522655	CST13P	NR_001279
chr20	23545370	23549121	CST9L	NM_080610
chr20	23583047	23586610	CST9	NM_001008693
chr20	23607343	23618592	CST3	NM_001288614
chr20	23666277	23669662	CST4	NM_001899
chr20	23728190	23731574	CST1	NM_001898
chr20	23804406	23807366	CST2	NM_001322
chr20	23856571	23860385	CST5	NM_001900
chr20	23965690	23969416	GGTLC1	NM_178311
chr20	24180403	24205224	LINC01721	NR_040102
chr20	24449835	24647253	SYNDIG1	NM_001323606
chr20	24929905	24940564	CST7	NM_003650
chr20	24943561	24973387	APMAP	NM_020531
chr20	24986866	25038818	ACSS1	NM_001252675
chr20	25051521	25063015	VSX1	NM_001256272
chr20	25121434	25129426	LOC284798	NR_027091
chr20	25165308	25177528	LOC101926889	NR_109994
chr20	25176306	25208711	ENTPD6	NM_001322392
chr20	25228721	25278648	PYGB	NM_002862
chr20	25275379	25371471	ABHD12	NM_015600
chr20	25388309	25429199	GINS1	NM_021067
chr20	25433333	25566167	NINL	NM_001318226
chr20	25593571	25604650	NANP	NM_152667
chr20	25604681	25658708	ZNF337-AS1	NR_126465
chr20	25653831	25677489	ZNF337	NM_015655
chr20	25731844	25736686	LOC105372582	NR_135006
chr20	25733197	25733490	NCOR1P4	NR_135512
chr20	25744089	25776744	FAM182B	NR_027061
chr20	25825303	25834657	LOC101926935	NR_110001
chr20	25936448	25949924	LINC01733	NR_110003
chr20	25990435	26003903	LOC100134868	NR_004846
chr20	26035250	26067553	FAM182A	NR_026713
chr20	26084052	26094677	NCOR1P1	NR_003678
chr20	26167655	26189869	MIR663AHG	NR_040095
chr20	26188822	26188914	MIR663A	NR_030386
chr20	29513584	29521213	LINC01597	NR_145432
chr20	29558488	29570363	FAM242B	NR_133643
chr20	29611840	29653908	FRG1BP	NR_145491
chr20	29612048	29628331	FRG1DP	NR_132316
chr20	29637584	29638138	MLLT10P1	NR_045115
chr20	29845467	29847435	DEFB115	NM_001037730
chr20	29891015	29896388	DEFB116	NM_001037731
chr20	29956404	29961705	DEFB118	NM_054112
chr20	29964966	29978452	DEFB119	NR_073151
chr20	29992648	30000641	DEFB121	NM_001171832
chr20	30009242	30016983	DEFB122	NR_045677
chr20	30028435	30038060	DEFB123	NR_126450
chr20	30053309	30060816	DEFB124	NM_001037500
chr20	30063091	30072698	REM1	NM_014012
chr20	30073581	30075377	LINC00028	NR_024358
chr20	30102213	30157370	HM13	NM_030789
chr20	30155390	30161066	HM13-AS1	NR_046853
chr20	30193092	30194313	ID1	NM_181353
chr20	30194989	30195043	MIR3193	NR_036161
chr20	30225715	30232802	COX4I2	NM_032609
chr20	30252261	30311766	BCL2L1	NM_001322239
chr20	30309310	30311212	ABALON	NR_131907
chr20	30327093	30389603	TPX2	NM_012112
chr20	30407159	30422487	MYLK2	NM_033118
chr20	30432106	30433407	FOXS1	NM_004118
chr20	30435440	30458467	DUSP15	NM_001320479
chr20	30458437	30532762	TTLL9	NM_001008409
chr20	30532140	30539849	PDRG1	NM_030815
chr20	30555954	30591190	XKR7	NM_001011718
chr20	30598241	30619982	CCM2L	NM_080625
chr20	30640045	30689645	HCK	NM_001172129
chr20	30697517	30755059	TM9SF4	NM_014742
chr20	30776949	30778163	TSPY26P	NR_002781
chr20	30780307	30795546	PLAGL2	NM_002657
chr20	30795683	30826461	POFUT1	NM_015352
chr20	30825598	30825650	MIR1825	NR_031726
chr20	30865454	30922811	KIF3B	NM_004798
chr20	30946134	31027122	ASXL1	NM_015338
chr20	31030862	31173135	NOL4L	NM_001256798
chr20	31097762	31108088	LOC101929698	NR_110619
chr20	31175281	31196694	NOL4L-DT	NR_034152
chr20	31219427	31261743	C20orf203	NM_182584
chr20	31290493	31331814	COMMD7	NM_053041
chr20	31350191	31397162	DNMT3B	NM_001207056
chr20	31407760	31438211	MAPRE1	NM_012325
chr20	31446729	31549415	EFCAB8	NM_001143967
chr20	31571581	31592239	SUN5	NM_080675
chr20	31595510	31611509	BPIFB2	NM_025227
chr20	31619454	31631853	BPIFB6	NM_174897
chr20	31643137	31661443	BPIFB3	NM_182658
chr20	31669318	31699557	BPIFB4	NM_182519
chr20	31749576	31769218	BPIFA2	NM_001319164
chr20	31781411	31798268	BPIFA4P	NR_026760
chr20	31805116	31815612	BPIFA3	NM_001042439
chr20	31823802	31831112	BPIFA1	NM_001243193
chr20	31871020	31897677	BPIFB1	NM_033197
chr20	31946645	31989375	CDK5RAP1	NM_001365728
chr20	31995763	32031569	SNTA1	NM_003098
chr20	32077902	32237836	CBFA2T2	NM_001032999
chr20	32244893	32262234	NECAB3	NM_031232
chr20	32250133	32251714	C20orf144	NM_080825
chr20	32254749	32256331	ACTL10	NM_001024675
chr20	32263283	32274191	E2F1	NM_005225
chr20	32290565	32308116	PXMP4	NM_007238
chr20	32319566	32380075	ZNF341	NM_032819
chr20	32375179	32398905	ZNF341-AS1	NR_110623
chr20	32399154	32442172	CHMP4B	NM_176812
chr20	32580294	32582173	RALY-AS1	NR_109885
chr20	32581717	32672690	RALY	NM_016732
chr20	32636925	32636996	MIR4755	NR_039911
chr20	32676115	32700049	EIF2S2	NM_001316364
chr20	32848171	32857148	ASIP	NM_001672
chr20	32868071	32899608	AHCY	NM_001161766
chr20	32951079	33099578	ITCH	NM_001324198
chr20	33054130	33054223	MIR644A	NR_030374
chr20	33104189	33128762	DYNLRB1	NM_014183
chr20	33134648	33148149	MAP1LC3A	NM_181509
chr20	33148346	33265089	PIGU	NM_080476
chr20	33292148	33301240	TP53INP2	NM_001329429
chr20	33302578	33413454	NCOA6	NM_014071
chr20	33421378	33422265	HMGB3P1	NR_002165
chr20	33432523	33460661	GGT7	NM_001351702
chr20	33462766	33515769	ACSS2	NM_001242393
chr20	33516236	33543830	GSS	NM_001322494
chr20	33543671	33590240	MYH7B	NM_020884
chr20	33578179	33578300	MIR499A	NR_030223
chr20	33578203	33578275	MIR499B	NR_039912
chr20	33590207	33680618	TRPC4AP	NM_199368
chr20	33703167	33735139	EDEM2	NM_018217
chr20	33703167	33865925	MMP24-AS1-EDEM2	NM_001355008
chr20	33759875	33765165	PROCR	NM_006404
chr20	33814493	33864801	MMP24	NM_006690
chr20	33864157	33865925	MMP24OS	NM_001355004
chr20	33866721	33872575	EIF6	NM_181466
chr20	33873054	33873575	FAM83C-AS1	NR_109815
chr20	33873534	33880228	FAM83C	NM_178468
chr20	33890369	33999945	UQCC1	NM_001184977
chr20	34020827	34022449	GDF5-AS1	NR_161326
chr20	34021145	34042571	GDF5	NM_001319138
chr20	34041776	34041919	MIR1289-1	NR_031620
chr20	34043419	34107108	CEP250	NM_007186
chr20	34108570	34117481	C20orf173	NR_026933
chr20	34129827	34145405	ERGIC3	NM_015966
chr20	34146507	34195484	FER1L4	NR_119376
chr20	34203751	34209016	SPAG4	NM_003116
chr20	34213966	34252822	CPNE1	NM_152927
chr20	34236847	34252822	RBM12	NM_001198838
chr20	34255974	34287274	NFS1	NM_021100
chr20	34287327	34288902	ROMO1	NM_080748
chr20	34289269	34330182	RBM39	NR_040724
chr20	34359937	34538292	PHF20	NM_016436
chr20	34541539	34543281	SCAND1	NM_016558
chr20	34556512	34618622	CNBD2	NM_001365709
chr20	34633540	34638882	NORAD	NR_027451
chr20	34679336	34820721	EPB41L1	NM_001258331
chr20	34735203	34743682	LOC100130373	NR_147703
chr20	34824339	34844863	AAR2	NM_015511
chr20	34894261	35157038	DLGAP4	NM_001365621
chr20	35136105	35201678	DLGAP4-AS1	NR_109939
chr20	35169922	35179849	MYL9	NM_181526
chr20	35201876	35222355	TGIF2	NM_001199513
chr20	35202918	35240960	TGIF2-RAB5IF	NM_001199535
chr20	35234182	35240960	RAB5IF	NM_001199534
chr20	35240722	35274599	SLA2	NM_032214
chr20	35280174	35374493	NDRG3	NR_038370
chr20	35380198	35402166	DSN1	NM_001145318
chr20	35405850	35491941	SOGA1	NM_080627
chr20	35504524	35522634	TLDC2	NM_001304783
chr20	35518178	35580111	SAMHD1	NM_001363729
chr20	35624755	35724400	RBL1	NM_002895
chr20	35729572	35807951	MROH8	NM_152503
chr20	35807449	35870025	RPN2	NM_001324305
chr20	35879490	35885311	GHRH	NM_021081
chr20	35918058	35945663	MANBAL	NM_001369742
chr20	35973088	36033835	SRC	NM_005417
chr20	36145819	36156333	BLCAP	NM_001167820
chr20	36149652	36152090	NNAT	NM_005386
chr20	36247700	36251521	LINC00489	NR_047461
chr20	36305312	36311636	LOC100287792	NR_040021
chr20	36322357	36500531	CTNNBL1	NM_001281495
chr20	36531529	36573747	VSTM2L	NM_080607
chr20	36611423	36661858	TTI1	NM_014657
chr20	36662148	36720766	RPRD1B	NM_021215
chr20	36755787	36794910	TGM2	NM_001323316
chr20	36838905	36889137	KIAA1755	NM_001348708
chr20	36888577	36917348	LOC149684	NR_104170
chr20	36932558	36965907	BPI	NM_001725
chr20	36974885	37005655	LBP	NM_004139
chr20	37049235	37064020	SNHG17	NR_015366
chr20	37053843	37053978	SNORA71B	NR_002910
chr20	37055949	37056086	SNORA71A	NR_002911
chr20	37058310	37058447	SNORA71C	NR_003017
chr20	37062505	37062642	SNORA71D	NR_003018
chr20	37075297	37079564	SNHG11	NR_003239
chr20	37076726	37076861	SNORA71E	NR_002972
chr20	37078012	37078147	SNORA60	NR_002986
chr20	37101486	37207501	RALGAPB	NM_001282918
chr20	37145206	37145275	MIR548O2	NR_039605
chr20	37209840	37217106	ADIG	NM_001018082
chr20	37230452	37279296	ARHGAP40	NM_001164431
chr20	37353129	37358015	SLC32A1	NM_080552
chr20	37377103	37401162	ACTR5	NM_024855
chr20	37434340	37551667	PPP1R16B	NM_015568
chr20	37555060	37581749	FAM83D	NM_030919
chr20	37590987	37668364	DHX35	NM_021931
chr20	37842424	37853391	LINC01734	NR_027124
chr20	38633103	38637171	LINC01370	NR_109936
chr20	39314488	39317876	MAFB	NM_005461
chr20	39343212	39343263	SNORD154	NR_145814
chr20	39609353	39654036	LOC100128988	NR_145524
chr20	39657462	39753126	TOP1	NM_003286
chr20	39726634	39766640	PLCG1-AS1	NR_109889
chr20	39766183	39806266	PLCG1	NM_002660
chr20	39797663	39797718	MIR6871	NR_106931
chr20	39807095	39928760	ZHX3	NM_015035
chr20	39969461	39989222	LPIN3	NR_126051
chr20	39988603	39995458	EMILIN3	NM_052846
chr20	40030723	40247016	CHD6	NM_032221
chr20	40701396	41818546	PTPRT	NM_007050
chr20	41314123	41317202	LOC101927159	NR_110004
chr20	41597383	41600132	LOC101927138	NR_149017
chr20	42086536	42092883	SRSF6	NR_034009
chr20	42136337	42170535	L3MBTL1	NM_032107
chr20	42187667	42214267	SGK2	NM_170693
chr20	42219577	42275939	IFT52	NM_001323580
chr20	42295659	42345136	MYBL2	NM_001278610
chr20	42354805	42355642	GTSF1L	NM_001008901
chr20	42523358	42524110	LINC01728	NR_134577
chr20	42543492	42698254	TOX2	NM_001098797
chr20	42735230	42815828	JPH2	NM_020433
chr20	42824580	42839411	OSER1	NM_016470
chr20	42839600	42854667	OSER1-DT	NR_038339
chr20	42875739	42909557	GDAP1L1	NM_001256738
chr20	42931480	42939842	FITM2	NM_001080472
chr20	42965798	42979432	R3HDML	NM_178491
chr20	42984339	43063235	HNF4A	NM_001287182
chr20	43006383	43024346	HNF4A-AS1	NR_109949
chr20	43036760	43036843	MIR3646	NR_037419
chr20	43077417	43079197	LINC01430	NR_109893
chr20	43080624	43093984	LINC01620	NR_132343
chr20	43104514	43123244	TTPAL	NM_001261839
chr20	43124862	43150757	SERINC3	NM_198941
chr20	43160422	43247678	PKIG	NM_001281444
chr20	43248160	43280399	ADA	NM_001322051
chr20	43285093	43300380	LINC01260	NR_034104
chr20	43340503	43374868	KCNK15-AS1	NR_132377
chr20	43343485	43356453	CCN5	NM_003881
chr20	43374506	43380954	KCNK15	NM_022358
chr20	43380449	43439187	RIMS4	NM_182970
chr20	43514346	43537173	YWHAB	NM_003404
chr20	43538701	43567957	PABPC1L	NR_134983
chr20	43570771	43589038	TOMM34	NM_006809
chr20	43592440	43595099	STK4-AS1	NR_038341
chr20	43595153	43708662	STK4	NM_001352385
chr20	43719855	43729768	KCNS1	NM_002251
chr20	43738106	43743815	WFDC5	NM_145652
chr20	43752066	43753106	WFDC12	NM_080869
chr20	43803543	43805185	PI3	NM_002638
chr20	43835674	43838409	SEMG1	NM_003007
chr20	43850014	43853099	SEMG2	NM_003008
chr20	43880880	43883205	SLPI	NM_003064
chr20	43922086	43937169	MATN4	NM_003833
chr20	43935480	43946464	RBPJL	NM_001281448
chr20	43953929	43977064	SDC4	NM_002999
chr20	43991796	44005437	SYS1	NM_001099791
chr20	43991809	44039250	SYS1-DBNDD2	NR_003189
chr20	44001197	44006965	TP53TG5	NM_014477
chr20	44034633	44039250	DBNDD2	NM_001197139
chr20	44044781	44054881	PIGT	NM_001184728
chr20	44054150	44054213	MIR6812	NR_106870
chr20	44056062	44077221	LOC105372631	NR_159957
chr20	44098393	44110172	WFDC2	NM_006103
chr20	44141101	44144262	SPINT3	NM_006652
chr20	44162835	44168121	WFDC6	NM_080827
chr20	44164919	44176040	EPPIN-WFDC6	NM_001198986
chr20	44169265	44176040	EPPIN	NM_020398
chr20	44179791	44207923	WFDC8	NM_181510
chr20	44236578	44259923	WFDC9	NM_147198
chr20	44258378	44259835	WFDC10A	NM_080753
chr20	44277202	44298878	WFDC11	NM_147197
chr20	44313290	44333658	WFDC10B	NM_172006
chr20	44330677	44337456	WFDC13	NM_172005
chr20	44333741	44333819	MIR3617	NR_037411
chr20	44350986	44354469	SPINT4	NM_178455
chr20	44402852	44420522	WFDC3	NM_080614
chr20	44420593	44440057	DNTTIP1	NM_052951
chr20	44441215	44445596	UBE2C	NM_001281742
chr20	44451855	44455951	TNNC2	NM_003279
chr20	44462438	44471915	SNX21	NM_033421
chr20	44470360	44486031	ACOT8	NM_005469
chr20	44486220	44507769	ZSWIM3	NR_037628
chr20	44509866	44513905	ZSWIM1	NM_080603
chr20	44515130	44516261	SPATA25	NM_080608
chr20	44517111	44519926	NEURL2	NM_001278535
chr20	44518783	44527458	CTSA	NR_133656
chr20	44527259	44541003	PLTP	NM_182676
chr20	44563322	44576659	PCIF1	NM_022104
chr20	44577299	44600842	ZNF335	NM_022095
chr20	44637547	44645200	MMP9	NM_004994
chr20	44642141	44650712	SLC12A5-AS1	NR_147699
chr20	44650325	44688789	SLC12A5	NM_001134771
chr20	44689634	44718601	NCOA5	NM_001348149
chr20	44746953	44758494	CD40	NR_136327
chr20	44802378	44937137	CDH22	NM_021248
chr20	44974623	44993064	SLC35C2	NM_001281460
chr20	44994684	45035690	ELMO2	NM_182764
chr20	45035418	45073610	LOC105372633	NR_146919
chr20	45085132	45086282	ZNF663P	NR_045983
chr20	45092299	45093931	MKRN7P	NR_026640
chr20	45128269	45142211	ZNF334	NM_001270497
chr20	45169585	45179293	OCSTAMP	NM_080721
chr20	45186467	45313124	SLC13A3	NM_001193340
chr20	45313004	45318083	TP53RK	NM_033550
chr20	45338288	45364985	SLC2A10	NM_030777
chr20	45523263	45817492	EYA2	NM_172110
chr20	45795609	45795700	MIR3616	NR_037410
chr20	45837859	45985633	ZMYND8	NM_001281772
chr20	45947246	45949498	LOC100131496	NR_024594
chr20	45981305	45983376	LOC101927377	NR_134501
chr20	46011510	46040888	LINC01754	NR_146496
chr20	46130631	46285614	NCOA3	NM_001174087
chr20	46286150	46415360	SULF2	NM_001161841
chr20	46608837	46618861	LINC01522	NR_110027
chr20	46611970	46613057	LINC01523	NR_109942
chr20	46988654	46999381	LINC00494	NR_026958
chr20	47240790	47444536	PREX1	NM_020820
chr20	47538248	47653230	ARFGEF2	NM_006420
chr20	47657000	47662593	CSE1L-AS1	NR_110624
chr20	47662783	47713497	CSE1L	NM_001256135
chr20	47729876	47835832	STAU1	NM_001319135
chr20	47835832	47860615	DDX27	NM_017895
chr20	47862439	47894594	ZNFX1	NM_021035
chr20	47894715	47905795	ZFAS1	NR_003606
chr20	47895482	47895560	SNORD12C	NR_002433
chr20	47896850	47896952	SNORD12B	NR_003695
chr20	47897220	47897309	SNORD12	NR_003030
chr20	47980414	48099205	KCNB1	NM_004975
chr20	48120411	48184674	PTGIS	NM_000961
chr20	48249483	48330415	B4GALT5	NM_004776
chr20	48429250	48508779	SLC9A8	NM_001260491
chr20	48480396	48480490	MIR12122	NR_162136
chr20	48519929	48532066	SPATA2	NM_006038
chr20	48532359	48545358	LOC105372653	NR_134564
chr20	48552934	48570422	RNF114	NM_018683
chr20	48599517	48605420	SNAI1	NM_005985
chr20	48657244	48658166	TRERNA1	NR_051976
chr20	48697661	48732494	UBE2V1	NM_001257394
chr20	48697661	48770335	TMEM189-UBE2V1	NM_199203
chr20	48734791	48770260	TMEM189	NM_199129
chr20	48789107	48793208	LINC01273	NR_109943
chr20	48801140	48808606	CEBPB-AS1	NR_125739
chr20	48807120	48809227	CEBPB	NM_001285879
chr20	48884023	48896332	SMIM25	NM_001278655
chr20	48909257	48931456	LINC01270	NR_034124
chr20	48927248	48937879	LINC01271	NR_109950
chr20	49126920	49201777	PTPN1	NM_002827
chr20	49202323	49202416	MIR645	NR_030375
chr20	49202645	49308079	RIPOR3	NM_001290268
chr20	49231173	49231322	MIR1302-5	NR_031634
chr20	49262008	49276828	LOC100506175	NR_111906
chr20	49348117	49370278	PARD6B	NM_032521
chr20	49411431	49493714	BCAS4	NM_198799
chr20	49505455	49547974	ADNP	NM_181442
chr20	49547521	49561671	ADNP-AS1	NR_110007
chr20	49551392	49575101	DPM1	NM_001317035
chr20	49575355	49580466	MOCS3	NM_014484
chr20	49620193	49639644	KCNG1	NM_002237
chr20	50003500	50179378	NFATC2	NM_001136021
chr20	50069442	50069514	MIR3194	NR_036162
chr20	50213055	50384929	ATP9A	NM_006045
chr20	50398870	50419060	SALL4	NM_001318031
chr20	50448336	50479452	LINC01429	NR_110016
chr20	50700550	50808524	ZFP64	NM_199427
chr20	51237377	51266965	LINC01524	NR_110038
chr20	51588897	52111869	TSHZ2	NM_173485
chr20	52169309	52191847	LOC101927770	NR_110051
chr20	52183610	52199636	ZNF217	NM_006526
chr20	52224893	52251129	LOC105372672	NR_134576
chr20	52491040	52492248	SUMO1P1	NR_002189
chr20	52560077	52687304	BCAS1	NM_003657
chr20	52684947	52685024	MIR4756	NR_039913
chr20	52769985	52790525	CYP24A1	NM_000782
chr20	52824626	52836500	PFDN4	NM_002623
chr20	53092132	53267708	DOK5	NM_018431
chr20	54036874	54043735	LINC01441	NR_110064
chr20	54039581	54043329	LINC01440	NR_110629
chr20	54572413	54580575	CBLN4	NM_080617
chr20	54823788	54824871	MC3R	NM_019888
chr20	54934030	54943718	FAM210B	NM_080821
chr20	54944445	54967393	AURKA	NM_198434
chr20	54967701	54981418	CSTF1	NM_001033522
chr20	54987092	55035437	CASS4	NM_001164116
chr20	55043641	55093942	RTF2	NM_001283037
chr20	55066548	55100981	GCNT7	NR_160308
chr20	55099785	55101208	FAM209A	NM_001012971
chr20	55108302	55111576	FAM209B	NM_001013646
chr20	55152619	55171182	LINC01716	NR_136537
chr20	55204362	55214338	TFAP2C	NM_003222
chr20	55743809	55841697	BMP7	NM_001719
chr20	55788752	55790922	BMP7-AS1	NR_110631
chr20	55896558	55896647	MIR4325	NR_036219
chr20	55904859	55919049	SPO11	NM_198265
chr20	55926311	55954258	RAE1	NM_003610
chr20	55933503	55934554	MTRNR2L3	NM_001190472
chr20	55959216	55968112	LOC100291105	NR_149006
chr20	55966452	55984386	RBM38	NM_183425
chr20	56071021	56100183	CTCFL	NM_001269043
chr20	56136166	56143177	PCK1	NM_002591
chr20	56178908	56195482	ZBP1	NR_136660
chr20	56223448	56286592	PMEPA1	NM_199171
chr20	56285239	56287836	NKILA	NR_131157
chr20	56578960	56579704	LINC01742	NR_147083
chr20	56725958	56736206	C20orf85	NM_178456
chr20	56791182	56803709	ANKRD60	NM_001304369
chr20	56807833	56884495	PPP4R1L	NR_003505
chr20	56884771	56942563	RAB22A	NM_020673
chr20	56964285	57026156	VAPB	NR_036633
chr20	57034160	57090455	APCDD1L	NM_153360
chr20	57090435	57194948	APCDD1L-DT	NR_034147
chr20	57209828	57210794	LINC01711	NR_125359
chr20	57226309	57290900	STX16-NPEPL1	NR_037945
chr20	57226339	57254582	STX16	NR_037942
chr20	57264187	57290900	NPEPL1	NM_001204872
chr20	57348481	57349867	LOC105372695	NR_134566
chr20	57392670	57392749	MIR296	NR_029844
chr20	57393281	57393368	MIR298	NR_030580
chr20	57393973	57425958	GNAS-AS1	NR_002785
chr20	57414803	57486243	GNAS	NM_016592
chr20	57438811	57463865	LOC101927932	NR_126334
chr20	57556311	57570168	NELFCD	NM_198976
chr20	57570240	57582309	CTSZ	NM_001336
chr20	57594484	57601709	TUBB1	NM_030773
chr20	57600530	57607390	ATP5F1E	NM_006886
chr20	57603733	57617901	SLMO2-ATP5E	NR_037929
chr20	57608200	57617841	PRELID3B	NM_001256403
chr20	57766075	57834167	ZNF831	NM_178457
chr20	57875666	57901047	EDN3	NM_001302456
chr20	58152564	58422766	PHACTR3	NM_001199505
chr20	58201519	58203344	PHACTR3-AS1	NR_040513
chr20	58438627	58508692	SYCP2	NM_014258
chr20	58508834	58523735	FAM217B	NM_001190826
chr20	58511718	58515360	PPP1R3D	NM_006242
chr20	58533478	58589584	CDH26	NR_145482
chr20	58630980	58648008	C20orf197	NR_161293
chr20	58662741	58676442	LOC729296	NR_109916
chr20	58713548	58897314	MIR646HG	NR_046099
chr20	58883532	58883625	MIR646	NR_030376
chr20	59044667	59048034	LOC101928048	NR_109903
chr20	59053169	59053239	MIR4533	NR_039758
chr20	59139620	59139683	MIR548AG2	NR_039653
chr20	59654120	59655235	LINC01718	NR_109919
chr20	59827317	60515673	CDH4	NM_001794
chr20	60292562	60294804	LOC100128310	NR_147702
chr20	60528602	60528718	MIR1257	NR_031658
chr20	60549854	60640866	TAF4	NM_003185
chr20	60639858	60639941	MIR3195	NR_130463
chr20	60697531	60710428	LSM14B	NM_144703
chr20	60711789	60718450	PSMA7	NM_002792
chr20	60718825	60757570	SS18L1	NM_001301778
chr20	60753213	61148768	MIR1-1HG-AS1	NR_033263
chr20	60758081	60777810	MTG2	NM_015666
chr20	60790016	60795334	HRH3	NM_007232
chr20	60803299	60811357	LOC105369209	NR_160555
chr20	60813577	60871269	OSBPL2	NM_001278649
chr20	60877952	60883918	ADRM1	NM_001281438
chr20	60884121	60942368	LAMA5	NM_005560
chr20	60907543	60907613	MIR4758	NR_039915
